Date,failure_prob,topicid42_Power_preprocessed_Trend,topicid42_Voltage_preprocessed_Trend,topicid42_Current_preprocessed_Trend
03/02/2025,1,0,-11.696273722568304,0
03/02/2025,1,0,-3.0160783044208124,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-4.702958164283771,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-1.0274011082802552,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-5.591982158162018,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-6.977996712324605,0
03/02/2025,1,0,-0.068191613630189,0
03/02/2025,1,0,-8.830379704792467,0
03/02/2025,1,0,-11.609152393053465,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-3.0677718472091637,0
03/02/2025,1,0,-4.572999995954627,0
03/02/2025,1,0,-6.254824452650584,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-7.6033322349940065,0
03/02/2025,1,0,-1.6714360698129767,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-10.020230163923564,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-4.702958164283771,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-10.927306130556206,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-10.066197717330693,0
03/02/2025,1,0,-3.9198074233037925,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-4.522277515212863,0
03/02/2025,1,0,-1.7393114717534477,0
03/02/2025,1,0,-6.954148510423441,0
03/02/2025,1,0,-4.159282941109552,0
03/02/2025,1,0,-0.15640350883906962,0
03/02/2025,1,0,-10.229485699241334,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-8.867569704691643,0
03/02/2025,1,0,-10.020230163923564,0
03/02/2025,1,0,-4.522277515212863,0
03/02/2025,1,0,-9.096773655194546,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-11.426913427336922,0
03/02/2025,1,0,-8.867569704691643,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-0.34483847032310955,0
03/02/2025,1,0,-8.830379704792467,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-7.5771449876430035,0
03/02/2025,1,0,-6.909790710006221,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-9.523239957915951,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-7.6033322349940065,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-9.653275269655778,0
03/02/2025,1,0,-3.0160783044208124,0
03/02/2025,1,0,-8.912220221405532,0
03/02/2025,1,0,-0.068191613630189,0
03/02/2025,1,0,-9.653275269655778,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-11.696273722568304,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-12.07456049215344,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-5.591982158162018,0
03/02/2025,1,0,-11.609152393053465,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-5.682596546838823,0
03/02/2025,1,0,-4.522277515212863,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-6.909790710006221,0
03/02/2025,1,0,-3.0087822067674086,0
03/02/2025,1,0,-4.572999995954627,0
03/02/2025,1,0,-12.28863009311625,0
03/02/2025,1,0,-9.523239957915951,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-1.586438534255917,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-8.912220221405532,0
03/02/2025,1,0,-0.068191613630189,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-9.98987158419966,0
03/02/2025,1,0,-5.727646351400811,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-5.1215654537979365,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-5.727646351400811,0
03/02/2025,1,0,-12.07456049215344,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-10.927306130556206,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-9.98987158419966,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-7.413845123790947,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-9.98987158419966,0
03/02/2025,1,0,-4.702958164283771,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-3.0677718472091637,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-8.830379704792467,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-9.98987158419966,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-10.927306130556206,0
