Date,failure_prob,topicid6_Power_preprocessed_Trend,topicid6_Voltage_preprocessed_Trend,topicid6_Current_preprocessed_Trend
03/02/2025,1,-1.2405644142085919,-29.37846822299253,0
03/02/2025,1,-18.03144192782177,-42.27459391823795,0
03/02/2025,0,0,0,0
03/02/2025,1,-5.539657421948396,-22.374406730214822,0
03/02/2025,1,-19.959826489339864,-14.02251742563466,0
03/02/2025,1,-18.340657139920033,-40.909277993123546,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-20.94873344478088,-20.64324844566264,0
03/02/2025,1,-8.082317990685636,-17.126653884595015,0
03/02/2025,1,-16.114099454288844,-19.278026864986906,0
03/02/2025,1,-6.966755358333579,-21.325773603255527,0
03/02/2025,1,-8.766615372370312,-28.19074616894555,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-14.770976856930364,-35.768075442469964,0
03/02/2025,1,-19.734943485506665,-32.38275176301816,0
03/02/2025,0,0,0,0
03/02/2025,1,-10.661301118131535,-13.524222990096995,0
03/02/2025,1,-16.524956900312922,-9.9800876647856,0
03/02/2025,1,-17.05101504720638,-32.565036266125496,0
03/02/2025,1,-4.644802642838659,-30.054764410987417,0
03/02/2025,1,-18.81915030583612,-3.5896044679288295,0
03/02/2025,0,0,0,0
03/02/2025,1,-1.3386365838554006,-3.726630438113645,0
03/02/2025,1,-1.950820232644812,-37.330589305345775,0
03/02/2025,1,-18.340657139920033,-40.909277993123546,0
03/02/2025,0,0,0,0
03/02/2025,1,-9.584489864713346,-38.745766587755774,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-7.539672648561634,-24.361511807741852,0
03/02/2025,1,-13.198724124589194,-3.1775815937002108,0
03/02/2025,1,-20.85772849207211,-30.167346565496928,0
03/02/2025,1,-7.713438808379712,-17.51063856321484,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-14.98300681713944,-12.100431122134026,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-17.05101504720638,-32.565036266125496,0
03/02/2025,1,-5.245458130070205,-8.272777842603311,0
03/02/2025,0,0,0,0
03/02/2025,1,-15.3622654928928,-17.8672504758695,0
03/02/2025,1,-7.458339878437762,-1.9722029120209257,0
03/02/2025,0,0,0,0
03/02/2025,1,-5.178618252624638,-41.99340862362079,0
03/02/2025,1,-10.88980572020613,-17.783376595631715,0
03/02/2025,1,-4.13495167863465,-36.02266584340371,0
03/02/2025,1,-0.4955669231334525,-24.813222897416658,0
03/02/2025,1,-7.945093652026051,-38.328178988032775,0
03/02/2025,1,-20.914532679809653,-18.236268829131834,0
03/02/2025,1,-5.7089586903347875,-11.116303612512787,0
03/02/2025,0,0,0,0
03/02/2025,1,-3.0223799226655395,-1.259050628258045,0
03/02/2025,1,-14.91127895019924,-5.741689874763949,0
03/02/2025,0,0,0,0
03/02/2025,1,-20.85772849207211,-30.167346565496928,0
03/02/2025,1,-3.6848420663433004,-6.767288727154025,0
03/02/2025,0,0,0,0
03/02/2025,1,-6.27872247239735,-6.7132419554974305,0
03/02/2025,1,-7.713438808379712,-17.51063856321484,0
03/02/2025,1,-8.644191650562618,-15.753743889140328,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-17.585845897431145,-27.515916509479815,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-14.770976856930364,-35.768075442469964,0
03/02/2025,0,0,0,0
03/02/2025,1,-17.833040590268755,-40.33039236883517,0
03/02/2025,1,-18.81915030583612,-3.5896044679288295,0
03/02/2025,0,0,0,0
03/02/2025,1,-4.644802642838659,-30.054764410987417,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-11.459534657324348,-43.285268890926154,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-2.779918397742019,-36.61301799551435,0
03/02/2025,0,0,0,0
03/02/2025,1,-7.164391308265257,-41.06716539382767,0
03/02/2025,1,-19.154242125410246,-10.98392198175518,0
03/02/2025,1,-14.31175057795009,-39.667664281398565,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-10.390195235736583,-22.867258396642555,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-14.08275091781939,-0.903678955023274,0
03/02/2025,1,-10.390195235736583,-22.867258396642555,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-7.945093652026051,-38.328178988032775,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-3.240820622691956,-13.572730431229566,0
03/02/2025,0,0,0,0
03/02/2025,1,-18.150807557347438,-20.42841828733706,0
03/02/2025,1,-18.03144192782177,-42.27459391823795,0
03/02/2025,1,-14.17414421838592,-31.923519301631742,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-8.689871723094475,-23.924981973605355,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-1.247825852296284,-42.50932521307744,0
03/02/2025,1,-5.7089586903347875,-11.116303612512787,0
03/02/2025,1,-6.966755358333579,-21.325773603255527,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-17.11512677111086,-12.494822081300118,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-20.047756898758276,-11.67335313255506,0
03/02/2025,0,0,0,0
03/02/2025,1,-20.54662034537749,-22.669865937633126,0
03/02/2025,1,-3.0223799226655395,-1.259050628258045,0
03/02/2025,1,-15.588429175752147,-27.525686626212966,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-7.068374542797855,-14.754975678834917,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-4.644802642838659,-30.054764410987417,0
03/02/2025,0,0,0,0
03/02/2025,1,-5.634786872432869,-10.917554696243776,0
03/02/2025,0,0,0,0
03/02/2025,1,-17.05101504720638,-32.565036266125496,0
03/02/2025,1,-20.914532679809653,-18.236268829131834,0
03/02/2025,0,0,0,0
03/02/2025,1,-0.0789124050804979,-12.386451344607838,0
03/02/2025,1,-16.114099454288844,-19.278026864986906,0
03/02/2025,1,-4.644802642838659,-30.054764410987417,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-0.0789124050804979,-12.386451344607838,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-18.03144192782177,-42.27459391823795,0
03/02/2025,1,-14.17414421838592,-31.923519301631742,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-7.068374542797855,-14.754975678834917,0
03/02/2025,0,0,0,0
03/02/2025,1,-7.713438808379712,-17.51063856321484,0
03/02/2025,1,-8.689871723094475,-23.924981973605355,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,-2.779918397742019,-36.61301799551435,0
03/02/2025,1,-7.945093652026051,-38.328178988032775,0
03/02/2025,1,-8.644191650562618,-15.753743889140328,0
03/02/2025,0,0,0,0
03/02/2025,1,-19.154242125410246,-10.98392198175518,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
