Date,failure_prob,topicid26_Power_preprocessed_Trend,topicid26_Voltage_preprocessed_Trend,topicid26_Current_preprocessed_Trend
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-20.677983158013127,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-7.6109797136519965,0
03/02/2025,1,0,-17.858013631885473,0
03/02/2025,1,0,-5.41570973740534,0
03/02/2025,1,0,-1.6464684992825518,0
03/02/2025,1,0,-5.438589793378121,0
03/02/2025,1,0,-11.581562770175935,0
03/02/2025,1,0,-11.375221266821923,0
03/02/2025,1,0,-9.463264588394846,0
03/02/2025,1,0,-20.15135194012192,0
03/02/2025,1,0,-1.519699960248854,0
03/02/2025,1,0,-1.6464684992825518,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-12.437094521745856,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-6.4209584913493565,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-9.463264588394846,0
03/02/2025,1,0,-0.16573707451344788,0
03/02/2025,1,0,-21.610046538747714,0
03/02/2025,1,0,-18.261811207424124,0
03/02/2025,1,0,-3.3747511094952323,0
03/02/2025,1,0,-6.4209584913493565,0
03/02/2025,1,0,-10.541273985313177,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-21.053912954174617,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-6.396574822051598,0
03/02/2025,1,0,-17.442663270365205,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-7.647057016907256,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-7.34441793013551,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-17.253482568829295,0
03/02/2025,1,0,-17.153254467318963,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-11.581562770175935,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-15.728787058056822,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-17.442663270365205,0
03/02/2025,1,0,-6.5676783800403715,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-5.221947910135018,0
03/02/2025,1,0,-5.438589793378121,0
03/02/2025,1,0,-8.07739121599436,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-20.15135194012192,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-7.646399585457287,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-17.85875919613147,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-18.79077570035026,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-18.812150144534506,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-13.496908629128358,0
03/02/2025,1,0,-3.4479981477306296,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-1.156224667615728,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-11.581562770175935,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-3.4479981477306296,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-5.438589793378121,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-8.822575424808127,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-9.761733844544997,0
03/02/2025,1,0,-17.858013631885473,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-3.3747511094952323,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-12.427276699478885,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-9.463264588394846,0
03/02/2025,1,0,-6.396574822051598,0
03/02/2025,1,0,-21.610046538747714,0
