0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
0.00,0.00,na,check pass  user unknown: system implementation error,
