0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
1.00,2.00,[Topic=rtms-stream-mylogs][MessageFound=(cache code Jun 30 20:53:04 combo klogind19272: Kerberos authentication failed Jun 30 20:53:04 combo klogind19287: Authenticat)][UserSearch=(kerberos authentication failed)];[Topic=rtms-stream-mylogs][MessageFound=(ction abort Jun 30 20:53:06 combo klogind19277: Kerberos authentication failed Jun 30 20:53:06 combo klogind19279: Authenticat)][UserSearch=(kerberos authentication failed)];,Kerberos authentication failed,0:221196;0:221197;
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
0.00,0.00,na,Kerberos authentication failed,
